"id","query","normalizedQuery","segmentId","segmentName","borrowerProfile","financingTrigger","primaryFunnelLayer","layerName","secondaryFunnelLayer","intent","geography","clusterId","targetPath","pageType","priority","disposition","evidenceClass","marketMetricStatus","monthlySearches","cpc","difficulty","gscClicks","gscImpressions","gscCtr","gscPosition","fairlendGscStatus","serpValidationQuery","rankingScope","currentRankingUrls","observedAt","confidence","sourceRefs","rationale"
"KW-031","alternative lender vs bank mortgage","alternative lender vs bank mortgage","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-032","B lender mortgage rates and fees Ontario","b lender mortgage rates and fees ontario","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L3","evaluation-planning-comparison","","commercial-comparison","Ontario","lender-comparison","/resources/a-vs-b-vs-private-mortgage","Comparison / decision page","P0","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","A lender vs B lender vs private mortgage Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports A vs B vs private mortgage comparison; Sole A/B/private comparison owner; individual service pages explain their tier but do not recreate the full matrix."
"KW-033","B lender mortgage broker Ontario","b lender mortgage broker ontario","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-034","alternative mortgage lenders Ontario","alternative mortgage lenders ontario","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-035","B lender mortgage qualification Canada","b lender mortgage qualification canada","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L4","qualification-commercial-investigation","","commercial-investigation","Canada with Ontario application","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-036","documents for B lender mortgage","documents for b lender mortgage","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L4","qualification-commercial-investigation","","commercial-investigation","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-037","mortgage declined by bank B lender Ontario","mortgage declined by bank b lender ontario","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-038","urgent B lender mortgage Ontario","urgent b lender mortgage ontario","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-039","renew B lender mortgage after decline","renew b lender mortgage after decline","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-040","move from private mortgage to B lender","move from private mortgage to b lender","alternative-b","B / alternative institutional mortgages","Borrower with recoverable credit, non-standard income, or bank-policy mismatch","Bank decline without needing a fully private solution","L5","transaction-urgency-rescue","L4","transactional-urgent","Ontario","b-service","/borrowers/alternative-mortgage","Service page","P1","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","B lender mortgage broker Ontario","cluster-primary SERP; not claimed as exact-query rank","https://rates.ca/guides/mortgage/b-lenders | https://www.truenorthmortgage.ca/blog/alternative-b-lender | https://wowa.ca/b-lender-mortgages","2026-07-20","directional","SERP-ALTERNATIVE-B;KP-UNAVAILABLE","Supports Alternative mortgage service; Owns B-lender commercial intent. Bank-declined private/rescue terms route to private service."
"KW-041","what is a private mortgage in Ontario","what is a private mortgage in ontario","private","Private mortgages","Borrower qualifying mainly on property equity and a credible exit","Speed, credit, income, property, arrears, or deadline outside institutional policy","L1","awareness-education","","informational","Ontario","private-guide","/resources/private-mortgage-costs-ontario","Evergreen guide","Hold","Retain","current SERP / first-party directional","unavailable-not-zero","","","","","","","","not observed in fresh visible GSC query sample; unavailable-not-zero","private mortgage costs Ontario","cluster-primary SERP; not claimed as exact-query rank","https://www.fsrao.ca/privatemortgage | https://wowa.ca/private-mortgage-lenders-ontario | https://mortgagebrokerstore.com/private-mortgage-lenders-ontario","2026-07-20","directional","SERP-PRIVATE;KP-UNAVAILABLE","Supports Private mortgage costs and fit guide; Publish only after the existing service owner is strengthened; never compete for “private mortgage lenders Ontario.”"
